rho,T,lambda,alpha,C,K,p,num_servers,E[N] according to the arrival process,E[N] according to the observer process,PIdle,PLoss
0.95,20000,95,85.5,2e+06,-1,0.2,1,10.1164,8.29832,0.0492469,0
